Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Critic_Score,User_Score,Rating
Fairy Tail: Zelef Kakusei,PSP,2012,Action,Unknown,0.0,0.0,0.07,72.0,7.5,
Strike Point,PS,1996,Simulation,Elite,0.04,0.03,0.0,72.0,7.5,
Crazy Taxi 2,DC,2001,Racing,Sega,0.0,0.0,0.07,82.0,8.1,T
The Sims 2: Seasons,PC,2007,Simulation,Electronic Arts,0.01,0.04,0.0,78.0,7.3,T
Dragon Slayer: The Legend of Heroes,SNES,1992,Role-Playing,Epoch,0.0,0.0,0.07,72.0,7.5,
Street Fighter II': Special Champion Edition (JP weekly sales),GEN,1993,Action,Capcom,0.0,0.0,0.07,72.0,7.5,
Tom and Jerry in War of the Whiskers,GC,2003,Fighting,NewKidCo,0.05,0.01,0.0,72.0,7.5,
Keroro RPG: Kishi to Musha to Densetsu no Kaizoku,DS,2010,Role-Playing,Namco Bandai Games,0.0,0.0,0.07,72.0,7.5,
Famicom Mini: Wrecking Crew,GBA,2004,Puzzle,Nintendo,0.0,0.0,0.07,72.0,7.5,
Suzumiya Haruhi no Gekidou,Wii,2009,Adventure,Kadokawa Shoten,0.0,0.0,0.07,72.0,7.5,
Lost Heroes 2,3DS,2015,Action,Namco Bandai Games,0.0,0.0,0.07,72.0,7.5,
The Testament of Sherlock Holmes,PC,2012,Adventure,Focus Home Interactive,0.0,0.06,0.0,73.0,8.0,M
Space Hulk: Vengeance of the Blood Angels,PS,1995,Shooter,Electronic Arts,0.04,0.03,0.0,72.0,7.5,
Robot Alchemic Drive,PS2,2002,Action,Enix Corporation,0.03,0.03,0.0,79.0,8.2,T
Motor Toon Grand Prix (Japan),PS,1994,Racing,Sony Computer Entertainment,0.0,0.0,0.06,72.0,7.5,
Dino Master: Dig Discover Duel,DS,2005,Strategy,Majesco Entertainment,0.06,0.0,0.0,72.0,7.5,
Ken to Mahou to Gakuen Mono. 3,PS3,2010,Role-Playing,Acquire,0.0,0.0,0.07,72.0,7.5,
Tomb Raider: Legend,DS,2006,Action,Eidos Interactive,0.04,0.02,0.0,58.0,8.0,T
Warhammer: Battle For Atluma,PSP,2006,Action,Namco Bandai Games,0.06,0.0,0.0,55.0,7.4,T
Hikaru no Go: Heian Gensou Ibunroku,PS,2002,Adventure,Konami Digital Entertainment,0.0,0.0,0.06,72.0,7.5,
Eagle Flight,PS4,2016,Adventure,Ubisoft,0.01,0.05,0.0,72.0,7.8,E10+
Operation: Vietnam,DS,2007,Shooter,Majesco Entertainment,0.06,0.0,0.0,65.0,6.3,T
Samurai Shodown,NG,1993,Fighting,SNK,0.0,0.0,0.07,72.0,7.5,
OverBlood 2,PS,1998,Action,Evolution Games,0.0,0.0,0.06,72.0,7.5,
Fighter Maker 2,PS2,2002,Fighting,Enterbrain,0.03,0.03,0.0,58.0,7.8,T
Lifeline,PS2,2003,Adventure,Sony Computer Entertainment,0.03,0.03,0.0,61.0,7.7,M
Judie no Atelier: Guramnat no Renkinjutsushi,PS2,2002,Role-Playing,Gust,0.0,0.0,0.07,72.0,7.5,
Dragon Valor,PS,1999,Role-Playing,Sony Computer Entertainment,0.04,0.03,0.0,57.0,8.3,T
NHL 2005,GC,2004,Sports,Electronic Arts,0.05,0.01,0.0,75.0,5.6,E
Microsoft Flight Simulator 2004: A Century of Flight,PC,2003,Simulation,Microsoft Game Studios,0.0,0.06,0.0,88.0,8.2,E
"Horrid Henry: The Good, The Bad and The Bugly",3DS,2011,Platform,Asylum Entertainment,0.0,0.06,0.0,72.0,7.5,
Firefighter F.D.18,PS2,2004,Action,Konami Digital Entertainment,0.03,0.03,0.0,72.0,7.5,
Anubis II,Wii,2007,Platform,Metro 3D,0.06,0.0,0.0,19.0,2.7,E
Goodbye Deponia,PC,2013,Adventure,Daedalic Entertainment,0.0,0.06,0.0,80.0,7.9,
Pro Yaky? Spirits 2014,PSV,2014,Sports,Konami Digital Entertainment,0.0,0.0,0.07,72.0,7.5,
Legend of Kay,PS4,2015,Action,Nordic Games,0.02,0.03,0.0,72.0,7.5,
Cartoon Network: Punch Time Explosion XL,PS3,2011,Fighting,Crave Entertainment,0.06,0.0,0.0,72.0,7.5,
DS Nishimura Kyotaro Suspense 2 Shin Tantei Series: Kanazawa Hakodate - Gokkan no Kyoukoku - Fukushuu no Kage,DS,2008,Adventure,Tecmo Koei,0.0,0.0,0.07,72.0,7.5,
The Book of Unwritten Tales 2,PS4,2015,Adventure,Nordic Games,0.0,0.06,0.0,63.0,8.6,
Mega Man X4,SAT,1997,Action,Capcom,0.0,0.0,0.07,72.0,7.5,
Jackass the Game DS,DS,2008,Action,Empire Interactive,0.06,0.0,0.0,72.0,7.5,
Power Pro GB,GB,1998,Sports,Konami Digital Entertainment,0.0,0.0,0.07,72.0,7.5,
Inversion,PS3,2012,Shooter,Namco Bandai Games,0.03,0.03,0.0,56.0,5.4,M
The Putter Golf,PS,2001,Sports,D3Publisher,0.04,0.03,0.0,72.0,7.5,
Ultimate Marvel vs. Capcom 3,X360,2011,Fighting,Capcom,0.0,0.03,0.04,79.0,6.2,T
The Powerpuff Girls: Relish Rampage,GC,2002,Action,BAM! Entertainment,0.05,0.01,0.0,72.0,7.6,E
Super Real Mahjong Graffiti,SAT,1995,Misc,Seta Corporation,0.0,0.0,0.07,72.0,7.5,
Future Card Buddy Fight: Yuujou no Bakunetsu Fight,3DS,2015,Action,FuRyu,0.0,0.0,0.07,72.0,7.5,
Ninja Warriors,SNES,1993,Action,Titus,0.0,0.0,0.07,72.0,7.5,
Army Men: RTS,GC,2004,Strategy,Global Star,0.05,0.01,0.0,72.0,8.5,T
Zettai Onkan Otoda Master,DS,2007,Role-Playing,Hudson Soft,0.0,0.0,0.07,72.0,7.5,
Assassin's Creed Chronicles,PSV,2016,Action,Ubisoft,0.01,0.04,0.01,70.0,8.0,T
Dragoneer's Aria,PSP,2007,Role-Playing,Tecmo Koei,0.02,0.0,0.05,56.0,6.0,E10+
TigerShark,PS,1997,Simulation,GT Interactive,0.04,0.03,0.0,72.0,7.5,
Norse by Norsewest: The Return of the Lost Vikings,PS,1997,Action,Interplay,0.04,0.03,0.0,72.0,7.5,
N+,DS,2007,Platform,Atari,0.06,0.0,0.0,82.0,7.4,E
Backyard NFL Football '09,DS,2008,Sports,Atari,0.06,0.0,0.0,72.0,7.5,
Obscure,PS2,2004,Adventure,Microids,0.03,0.03,0.0,65.0,8.9,M
Sega Soccer Slam,GC,2002,Sports,Sega,0.05,0.01,0.0,84.0,7.7,E
Katekyoo Hitman Reborn! DS: Fate of Heat - Hono no Unmei,DS,2008,Role-Playing,Takara Tomy,0.0,0.0,0.07,72.0,7.5,
Shin Lucky * Star: Moe Drill ~Tabidachi~,DS,2007,Action,Kadokawa Shoten,0.0,0.0,0.07,72.0,7.5,
DefCon 5,PS,1995,Shooter,Psygnosis,0.04,0.03,0.0,72.0,7.5,
Secret Service: Ultimate Sacrifice,PS2,2008,Action,Activision,0.03,0.03,0.0,72.0,7.5,
Transformer: Rise of the Dark Spark (3DS),3DS,2014,Role-Playing,Activision,0.05,0.01,0.0,72.0,7.5,
Deep Labyrinth,DS,2006,Action,505 Games,0.06,0.0,0.0,57.0,8.8,E10+
Nichibeikan Pro Yakyuu: Final League,PS2,2002,Sports,SquareSoft,0.0,0.0,0.07,72.0,7.5,
Spawn: Armageddon,GC,2003,Action,Electronic Arts,0.05,0.01,0.0,61.0,7.2,M
God Hand,PS2,2006,Action,Capcom,0.0,0.0,0.07,73.0,7.7,M
Shin Chan: Las Nuevas Aventuras Para Wii!,Wii,2006,Action,505 Games,0.0,0.0,0.07,72.0,7.5,
Junior Classic Books & Fairytales,DS,2010,Misc,GSP,0.05,0.01,0.0,72.0,7.5,
Legends of Wrestling II,GBA,2002,Fighting,Acclaim Entertainment,0.05,0.02,0.0,24.0,3.7,E
Jurassic Park: Operation Genesis,XB,2003,Simulation,Konami Digital Entertainment,0.05,0.01,0.0,69.0,8.8,T
RedCard 20-03,PS2,2002,Sports,Midway Games,0.03,0.03,0.0,73.0,9.0,E
Brothers in Arms: Furious 4,PS3,2012,Shooter,Ubisoft,0.01,0.05,0.0,72.0,7.5,M
Future Tactics: The Uprising,PS2,2004,Strategy,Crave Entertainment,0.03,0.03,0.0,61.0,6.0,T
Kanji Sonomama DS Rakubiki Jiten,DS,2006,Misc,Nintendo,0.0,0.0,0.07,72.0,7.5,
Driver: Parallel Lines,XB,2006,Racing,Atari,0.05,0.01,0.0,69.0,4.6,M
Hyperdimension Neptunia Victory,PSV,2014,Role-Playing,Compile Heart,0.0,0.0,0.07,72.0,7.5,
everGirl,GBA,2005,Adventure,THQ,0.05,0.02,0.0,72.0,7.5,
Heroes Phantasia,PSP,2012,Role-Playing,Namco Bandai Games,0.0,0.0,0.07,72.0,7.5,
Top Gun,PS3,2011,Simulation,505 Games,0.06,0.0,0.0,49.0,4.4,T
Batman: Rise of Sin Tzu,GBA,2003,Action,Ubisoft,0.05,0.02,0.0,63.0,6.8,E
Chuugaku Eitango Target 1800 DS,DS,2006,Misc,IE Institute,0.0,0.0,0.07,72.0,7.5,
Sherlock Holmes: Crimes & Punishments,PS3,2014,Adventure,Focus Home Interactive,0.03,0.03,0.0,72.0,7.5,
Dragon Ball Z: Battle of Z,X360,2014,Fighting,Namco Bandai Games,0.01,0.05,0.0,53.0,5.1,T
World Racing,XB,2003,Racing,TDK Mediactive,0.05,0.01,0.0,56.0,8.1,E
Resident Evil 5,PC,2009,Action,Capcom,0.01,0.04,0.0,86.0,7.1,M
X-Men: The Official Game,GBA,2006,Action,Activision,0.05,0.02,0.0,55.0,9.3,E10+
Command & Conquer 3: Tiberium Wars,PC,2007,Strategy,Electronic Arts,0.0,0.06,0.0,72.0,7.5,
Card Games,PS,2000,Misc,D3Publisher,0.04,0.03,0.0,72.0,7.5,
Tropix,DS,2008,Puzzle,Capcom,0.06,0.0,0.0,72.0,7.5,
Mega Man: Battle & Chase,PS,1997,Racing,Capcom,0.0,0.0,0.06,72.0,7.5,
Winning Post 7 2010,PS3,2010,Sports,Tecmo Koei,0.0,0.0,0.07,72.0,7.5,
Destrega,PS,1998,Fighting,Sony Computer Entertainment,0.04,0.03,0.0,72.0,7.5,
Nobunaga no Yabou: Tendou with Power-Up Kit,PS3,2011,Strategy,Tecmo Koei,0.0,0.0,0.07,72.0,7.5,
The Final Round,PS,1996,Sports,Konami Digital Entertainment,0.04,0.03,0.0,72.0,7.5,
MAPLUS: Portable Navi,PSP,2006,Misc,Edia,0.0,0.0,0.07,72.0,7.5,
Order Up!!,PS3,2011,Action,Funbox Media,0.05,0.01,0.0,72.0,7.5,
The King of Fighters 02/03,PS2,2005,Fighting,SNK,0.03,0.03,0.0,73.0,8.8,T
Port Royale 3,X360,2007,Simulation,Kalypso Media,0.06,0.0,0.0,56.0,4.5,T
Army Men: Green Rogue,PS,2001,Action,3DO,0.04,0.02,0.0,72.0,7.5,
Lucian Bee's: Justice Yellow / Evil Violet,PS2,2010,Adventure,5pb,0.0,0.0,0.07,72.0,7.5,
Sly 2: Band of Thieves,PS3,2010,Platform,Sony Computer Entertainment,0.0,0.05,0.0,72.0,7.4,E
Armored Core: Nine Breaker,PS2,2004,Simulation,505 Games,0.03,0.03,0.0,57.0,8.2,T
Doraemon: Nobita no Shin Makai Daibouken DS,DS,2007,Role-Playing,Sega,0.0,0.0,0.07,72.0,7.5,
Terraria,PS4,2014,Action,505 Games,0.0,0.05,0.01,83.0,7.9,T
Cabela's Big Game Hunter 2005 Adventures,GC,2004,Sports,Activision,0.05,0.01,0.0,72.0,8.8,T
Worms 3D,GC,2003,Strategy,Sega,0.05,0.01,0.0,69.0,7.6,T
BlazBlue: Chrono Phantasma Extend,XOne,2015,Action,PQube,0.05,0.01,0.0,72.0,6.3,T
TRON: Evolution,PC,2010,Action,Disney Interactive Studios,0.06,0.0,0.0,57.0,6.0,T
Pac-Man and the Ghostly Adventures 2,WiiU,2014,Adventure,Namco Bandai Games,0.04,0.02,0.0,72.0,7.0,E10+
Dark Souls,PC,2012,Role-Playing,Namco Bandai Games,0.0,0.06,0.0,72.0,7.5,
National Geographic Challenge!,X360,2007,Misc,Unknown,0.06,0.0,0.0,72.0,7.5,
Gambler Densetsu Tetsuya,PS2,2001,Adventure,Athena,0.0,0.0,0.07,72.0,7.5,
The Guided Fate Paradox,PS3,2013,Role-Playing,Nippon Ichi Software,0.0,0.0,0.06,74.0,7.8,T
Mayhem 3D,X360,2011,Racing,Evolved Games,0.06,0.0,0.0,47.0,8.6,E10+
Bleach: Hanatareshi Yabou,PS2,2006,Role-Playing,Sony Computer Entertainment,0.0,0.0,0.07,72.0,7.5,
Alex Rider: Stormbreaker,DS,2007,Action,THQ,0.06,0.0,0.0,48.0,6.1,T
Yoake Yori Ruriiro na: Brighter than Dawning Blue,PS2,2006,Adventure,Aria,0.0,0.0,0.07,72.0,7.5,
Pandemonium 2,PS,1997,Platform,BMG Interactive Entertainment,0.04,0.02,0.0,72.0,7.5,
Gundam Try Age SP,3DS,2014,Strategy,Namco Bandai Games,0.0,0.0,0.07,72.0,7.5,
WipEout HD Fury,PS3,2009,Racing,Sony Computer Entertainment,0.0,0.05,0.0,89.0,8.4,E10+
Fallout: Brotherhood of Steel,PS2,2004,Role-Playing,Avalon Interactive,0.03,0.03,0.0,64.0,4.1,M
12-Sai. Honto no Kimochi,3DS,2014,Adventure,Happinet,0.0,0.0,0.07,72.0,7.5,
Parlor! Mini 2,SNES,1996,Misc,Nippon Telenet,0.0,0.0,0.07,72.0,7.5,
"Flower, Sun, and Rain",DS,2008,Adventure,Rising Star Games,0.06,0.0,0.0,54.0,7.1,T
Gunstar Super Heroes,GBA,2005,Shooter,Sega,0.05,0.02,0.0,83.0,8.5,E10+
C: The Contra Adventure,PS,1998,Shooter,Konami Digital Entertainment,0.04,0.02,0.0,72.0,7.5,
Cities XL 2012,PC,2011,Strategy,Focus Home Interactive,0.01,0.05,0.0,61.0,5.6,E
Worms Forts: Under Siege,XB,2004,Strategy,Sega,0.05,0.01,0.0,67.0,8.0,T
Dream C Club,X360,2009,Simulation,D3Publisher,0.0,0.0,0.07,72.0,7.5,
Pocky & Rocky with Becky,GBA,2001,Shooter,Altron,0.05,0.02,0.0,72.0,7.5,
Full Spectrum Warrior: Ten Hammers,PS2,2006,Strategy,THQ,0.03,0.02,0.0,71.0,8.0,M
Streets of Rage 3,GEN,1993,Action,Sega,0.0,0.0,0.07,72.0,7.5,
Natural Doctrine,PSV,2014,Role-Playing,Nippon Ichi Software,0.02,0.01,0.03,60.0,7.5,M
Pro Yaky? Spirits 4,PS3,2007,Sports,Konami Digital Entertainment,0.0,0.0,0.07,72.0,7.5,
Prince of Persia: The Fallen King,DS,2008,Action,Ubisoft,0.06,0.0,0.0,64.0,6.0,E
My Horse & Me: Riding for Gold,DS,2008,Sports,Atari,0.05,0.01,0.0,72.0,7.5,
Speed Racer,PS,1996,Racing,Tomy Corporation,0.04,0.02,0.0,72.0,7.5,
NHL Hitz Pro,XB,2003,Sports,Midway Games,0.05,0.01,0.0,81.0,8.8,E
Cardfight!! Vanguard: Lock On Victory!!,3DS,2014,Misc,FuRyu,0.0,0.0,0.07,72.0,7.5,
Broken Sword 5: The Serpent's Curse,PS4,2015,Adventure,Revolution Software,0.0,0.06,0.0,72.0,7.2,T
Alan Wake,PC,2012,Action,Nordic Games,0.0,0.06,0.0,83.0,8.0,T
Atelier Meruru: Alchemist of Arland 3,PSV,2013,Role-Playing,Gust,0.0,0.0,0.06,72.0,7.5,
Ojyousama Express,PS,1998,Strategy,Media Works,0.0,0.0,0.06,72.0,7.5,
Risen 3: Titan Lords,X360,2014,Role-Playing,Deep Silver,0.02,0.04,0.0,44.0,4.4,M
Steambot Chronicles: Battle Tournament,PSP,2008,Fighting,Irem Software Engineering,0.05,0.0,0.01,54.0,6.3,E10+
Wings of War,XB,2004,Simulation,Take-Two Interactive,0.05,0.01,0.0,62.0,5.0,T
187: Ride or Die,XB,2005,Racing,Ubisoft,0.05,0.01,0.0,51.0,6.9,M
RPG Maker 3,PS2,2004,Role-Playing,Enterbrain,0.03,0.02,0.0,69.0,7.9,E10+
Zatch Bell! Mamodo Battles,GC,2005,Fighting,Namco Bandai Games,0.05,0.01,0.0,72.0,7.5,
Genkai Tokki Monster Monpiece,PSV,2013,Strategy,Idea Factory,0.0,0.0,0.06,72.0,7.5,
Kabuki Warriors,XB,2001,Action,Genki,0.05,0.01,0.0,32.0,2.5,M
Discworld,PS,1994,Adventure,Psygnosis,0.04,0.02,0.0,72.0,7.5,
Motion Explosion!,X360,2011,Misc,505 Games,0.05,0.01,0.0,72.0,7.5,
World Poker Tour,XB,2005,Misc,Take-Two Interactive,0.05,0.01,0.0,63.0,7.8,T
Age of Empires III: The Asian Dynasties,PC,2007,Strategy,Microsoft Game Studios,0.0,0.05,0.0,81.0,8.5,T
IL-2 Sturmovik: Birds of Prey,DS,2009,Simulation,505 Games,0.06,0.0,0.0,41.0,2.4,E10+
July,DC,1998,Adventure,Fortyfive,0.0,0.0,0.06,72.0,7.5,
ESPN Winter X-Games: Snowboarding 2002,GBA,2000,Sports,Konami Digital Entertainment,0.05,0.02,0.0,72.0,7.5,
Bleach: Versus Crusade,Wii,2008,Fighting,Sega,0.0,0.0,0.06,72.0,7.5,
Kanon,DC,2000,Adventure,NEC Interchannel,0.0,0.0,0.06,72.0,7.5,
NanoBreaker,PS2,2005,Action,Konami Digital Entertainment,0.03,0.02,0.0,51.0,6.7,M
Bionicle,XB,2003,Action,Electronic Arts,0.05,0.01,0.0,49.0,1.5,E
GRID 2,PC,2013,Racing,Codemasters,0.0,0.06,0.0,80.0,5.7,E
Cabela's Trophy Bucks,Wii,2008,Sports,Activision Value,0.06,0.0,0.0,72.0,6.0,T
Cosmos Chaos!,DS,2010,Misc,Mentor Interactive,0.06,0.0,0.0,72.0,7.5,
Guitar Freaks 3rdMIX & DrumMania 2ndMIX,PS2,2000,Simulation,Konami Digital Entertainment,0.0,0.0,0.06,72.0,7.5,
Taiko no Tatsujin: Atsumete Tomodachi Daisakusen!,WiiU,2015,Misc,Namco Bandai Games,0.0,0.0,0.06,72.0,7.5,
Criminal Girls: Invite Only,PSV,2013,Role-Playing,Nippon Ichi Software,0.01,0.01,0.04,55.0,6.7,M
Miami Vice: The Game,PSP,2006,Shooter,Activision,0.06,0.0,0.0,63.0,7.0,M
Samurai Warriors Chronicles 3,PSV,2014,Action,Tecmo Koei,0.0,0.0,0.06,70.0,7.9,T
BMX XXX,GC,2002,Sports,Acclaim Entertainment,0.05,0.01,0.0,60.0,5.0,M
Bullet Girls,PSV,2014,Action,D3Publisher,0.0,0.0,0.06,72.0,7.5,
One Piece: Unlimited World Red,WiiU,2014,Action,Namco Bandai Games,0.0,0.04,0.02,66.0,7.8,T
Aggressive Inline,XB,2002,Sports,Acclaim Entertainment,0.05,0.01,0.0,85.0,7.7,T
Ikki Tousen: Xross Impact,PSP,2010,Action,Marvelous Interactive,0.0,0.0,0.06,72.0,7.5,
Insecticide,DS,2008,Action,Gamecock,0.06,0.0,0.0,55.0,7.0,E10+
Super Mahjong 2: Honkaku 4Jin Uchi,SNES,1993,Misc,Imax,0.0,0.0,0.06,72.0,7.5,
XGRA: Extreme G Racing Association,PS2,2003,Racing,Acclaim Entertainment,0.03,0.02,0.0,68.0,8.6,T
Mitsukete! Keroro Gunsou: Machigai Sagashi Daisakusen de Arimasu!,DS,2007,Action,Namco Bandai Games,0.0,0.0,0.06,72.0,7.5,
Family Trainer: Treasure Adventure,Wii,2010,Sports,Namco Bandai Games,0.0,0.05,0.0,72.0,7.5,
Pop'n Music Portable 2,PSP,2011,Misc,Konami Digital Entertainment,0.0,0.0,0.06,72.0,7.5,
Darksiders II,XOne,2015,Action,Nordic Games,0.04,0.02,0.0,72.0,7.5,
Ys vs. Sora no Kiseki: Alternative Saga,PSP,2010,Fighting,Falcom Corporation,0.0,0.0,0.06,72.0,7.5,
Naruto: Ultimate Ninja Heroes (JP sales),PSP,2006,Fighting,Namco Bandai Games,0.0,0.0,0.06,72.0,7.5,
Akagawa Jirou Mystery: Yasoukyoku - Hon ni Manekareta Satsujin,DS,2008,Adventure,Marvelous Interactive,0.0,0.0,0.06,72.0,7.5,
Ray Tracers,PS,1997,Racing,Sony Computer Entertainment,0.04,0.02,0.0,72.0,7.5,
Mario vs. Donkey Kong: Tipping Stars,3DS,2015,Puzzle,Nintendo,0.0,0.0,0.06,70.0,7.5,E
Tournament of Legends,Wii,2010,Fighting,Sega,0.04,0.02,0.0,45.0,6.9,T
Escape from Bug Island,Wii,2006,Action,Eidos Interactive,0.04,0.01,0.01,37.0,5.0,M
Nicola Kanshuu: Model * Oshare Audition,DS,2010,Misc,Alchemist,0.0,0.0,0.06,72.0,7.5,
Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 14: CR Shinseiki Evangelion: Saigo no Mono,PS2,2009,Misc,D3Publisher,0.0,0.0,0.06,72.0,7.5,
Kururin Paradise,GBA,2002,Puzzle,Unknown,0.0,0.0,0.06,72.0,7.5,
Gradius Collection,PSP,2006,Shooter,Konami Digital Entertainment,0.04,0.0,0.02,76.0,8.5,E
Kiniro no Corda 2,PS2,2007,Role-Playing,Tecmo Koei,0.0,0.0,0.06,72.0,7.5,
Dynasty Warriors Vs,3DS,2012,Action,Ackkstudios,0.0,0.0,0.06,72.0,7.5,
Fist of the North Star: Ken's Rage 2,X360,2012,Fighting,Tecmo Koei,0.03,0.01,0.02,55.0,7.1,M
Gallop Racer 2004,PS2,2004,Sports,Zoo Digital Publishing,0.03,0.02,0.0,70.0,8.7,E
Sunrise Eiyuutan R,PS2,2000,Role-Playing,Sunrise Interactive,0.0,0.0,0.06,72.0,7.5,
Mobile Suit Gundam Seed: Never Ending Tomorrow,PS2,2004,Shooter,Namco Bandai Games,0.03,0.02,0.0,45.0,7.8,T
F1 2001,XB,2001,Racing,Electronic Arts,0.05,0.01,0.0,83.0,5.5,E
Utawarerumono: Futari no Hakuoro,PSV,2016,Misc,Aqua Plus,0.0,0.0,0.06,72.0,7.5,
Fishing Master (jp sales),Wii,2007,Sports,Konami Digital Entertainment,0.0,0.0,0.06,72.0,7.5,
OK! Puzzle Stars,DS,2010,Puzzle,Ubisoft,0.0,0.06,0.0,72.0,7.5,
Zill O'll Infinite Plus,PSP,2009,Role-Playing,Tecmo Koei,0.0,0.0,0.06,72.0,7.5,
Tonka Rescue Patrol,GC,2003,Action,TDK Mediactive,0.05,0.01,0.0,72.0,7.5,
GunGriffon II,SAT,1998,Simulation,ESP,0.0,0.0,0.06,72.0,7.5,
Crimson Gem Saga,PSP,2008,Role-Playing,Sega,0.06,0.0,0.0,78.0,7.5,T
Monster Tale,DS,2011,Platform,Majesco Entertainment,0.06,0.0,0.0,79.0,8.0,E
Legend of the Dragon,Wii,2007,Fighting,Game Factory,0.06,0.0,0.0,37.0,4.8,T
Cel Damage,GC,2002,Racing,Electronic Arts,0.05,0.01,0.0,67.0,6.8,T
Famicom Mini: Balloon Fight,GBA,2004,Action,Nintendo,0.0,0.0,0.06,72.0,7.5,
Steins;Gate: Senkei Kousoku no Phonogram,PS3,2013,Adventure,5pb,0.0,0.0,0.06,72.0,7.5,
Seaman 2: Peking Genjin Ikusei Kit,PS2,2007,Simulation,Sega,0.0,0.0,0.06,72.0,7.5,
Chou Gekijouban Keroro Gunsou 3: Tenkuu Daibouken de Arimasu!,DS,2008,Action,Namco Bandai Games,0.0,0.0,0.06,72.0,7.5,
Sprung - A Game Where Everyone Scores,DS,2004,Adventure,Ubisoft,0.06,0.0,0.0,72.0,7.5,
Mirror's Edge Catalyst,PC,2016,Platform,Electronic Arts,0.01,0.05,0.0,74.0,4.4,T
Growlanser IV: Over Reloaded,PSP,2011,Role-Playing,Atlus,0.0,0.0,0.06,72.0,7.5,
Arc the Lad: End of Darkness,PS2,2004,Role-Playing,Sony Computer Entertainment,0.03,0.02,0.0,59.0,4.2,T
Tom Clancy's Splinter Cell: Pandora Tomorrow,GBA,2004,Action,Ubisoft,0.05,0.02,0.0,68.0,6.2,T
Bubble Bobble also featuring Rainbow Islands,PS,1995,Puzzle,Acclaim Entertainment,0.04,0.02,0.0,72.0,7.5,
Intellivision Lives!,GC,2004,Misc,Crave Entertainment,0.05,0.01,0.0,72.0,7.5,
Tokobot,PSP,2005,Platform,Take-Two Interactive,0.06,0.0,0.0,72.0,7.3,E
Panzer Tactics,DS,2007,Strategy,10TACLE Studios,0.06,0.0,0.0,72.0,7.5,
Pro Yaky? Spirits 2013,PSV,2013,Sports,Konami Digital Entertainment,0.0,0.0,0.06,72.0,7.5,
Robotica,SAT,1994,Shooter,Sega,0.0,0.0,0.06,72.0,7.5,
Super Robot Wars OG: The Moon Dwellers,PS3,2016,Misc,Namco Bandai Games,0.0,0.0,0.06,72.0,7.5,
Deathrow: Underground Team Combat,XB,2002,Sports,Ubisoft,0.05,0.01,0.0,72.0,7.5,
The Amazing Spider-Man 2 (2014),3DS,2014,Action,Activision,0.03,0.03,0.0,72.0,7.5,
Paws & Claws: Marine Rescue,DS,2011,Simulation,THQ,0.06,0.0,0.0,72.0,7.5,
Land of the Dead: Road to Fiddler's Green,XB,2005,Shooter,Groove Games,0.05,0.01,0.0,32.0,5.8,M
Odin Sphere: Leifthrasir,PS3,2016,Role-Playing,Nippon Ichi Software,0.02,0.01,0.03,72.0,7.0,T
R-Types,PS,1998,Shooter,Virgin Interactive,0.04,0.02,0.0,72.0,7.5,
Star Fighter,PS,1995,Shooter,Telstar,0.04,0.02,0.0,72.0,7.5,
Game Center CX: 3-Choume no Arino,3DS,2014,Action,Namco Bandai Games,0.0,0.0,0.06,72.0,7.5,
Assetto Corsa,PS4,2016,Racing,505 Games,0.0,0.05,0.0,73.0,6.2,E
NHL 2K9,Wii,2008,Sports,Take-Two Interactive,0.06,0.0,0.0,65.0,5.4,E10+
Kuukan * Zukei: Hirameki Training - KuuTore,DS,2008,Misc,Benesse,0.0,0.0,0.06,72.0,7.5,
Osu! Tatakae! Ouendan,DS,2005,Misc,Nintendo,0.0,0.0,0.06,72.0,7.5,
Dissidia: Final Fantasy Universal Tuning,PSP,2009,Fighting,Square Enix,0.0,0.0,0.06,72.0,7.5,
"Warhammer 40,000: Squad Command",DS,2007,Strategy,THQ,0.05,0.01,0.0,57.0,7.9,T
Johnny Test,DS,2011,Platform,505 Games,0.06,0.0,0.0,72.0,0.9,E
One Piece: Burning Blood,XOne,2016,Fighting,Namco Bandai Games,0.03,0.02,0.0,60.0,5.8,T
TrackMania Turbo,XOne,2016,Action,Ubisoft,0.02,0.04,0.0,76.0,7.7,E
Pro Evolution Soccer 2015,PC,2014,Sports,Konami Digital Entertainment,0.0,0.06,0.0,82.0,5.8,
Meitantei Conan: Aoki Houseki no Rinbukyoku,DS,2011,Adventure,Namco Bandai Games,0.0,0.0,0.06,72.0,7.5,
The Legend of Heroes: Trails in the Sky Second Chapter,PSP,2007,Role-Playing,Falcom Corporation,0.0,0.0,0.06,72.0,7.5,
Zero Escape: Zero Time Dilemma,PSV,2016,Adventure,Aksys Games,0.03,0.0,0.02,83.0,8.3,M
Bionicle Heroes,DS,2006,Shooter,Eidos Interactive,0.06,0.0,0.0,72.0,6.4,T
Mystic Heroes,PS2,2002,Action,Tecmo Koei,0.03,0.02,0.0,67.0,8.6,T
Jurassic Park III: Park Builder,GBA,2001,Simulation,Konami Digital Entertainment,0.04,0.02,0.0,65.0,8.0,E
Unchained Blades ,PSP,2011,Role-Playing,FuRyu,0.0,0.0,0.06,61.0,7.5,T
NHL Legacy,X360,2015,Action,Electronic Arts,0.06,0.0,0.0,72.0,7.5,
